,artist_name,track_name,track_id,popularity
584,Mariah Carey,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),1Ri9P0ZPrqr6h0REDRdJBd,80
585,Mariah Carey,We Belong Together,3LmvfNUQtglbTrydsdIqFU,72
586,Mariah Carey,Fantasy (feat. O.D.B.) - Bad Boy Fantasy,10uRkDT2LoYDJnzgacTXKx,39
587,Mariah Carey,Fantasy,6xkryXuiZU360Lngd4sx13,77
588,Mariah Carey,It's Like That,7zL9xrz5krsuC6qVNluQQw,58
589,Mariah Carey,O Holy Night,3B7FO3kJ5kv3mX7yiaB7sT,78
590,Juice WRLD,Juice WRLD Speaks 2,2pumRJcJLkPPejrEvwLAlu,74
591,Juice WRLD,Already Dead,7qM1BWAsZMTYh4BcYLb0uQ,88
592,Juice WRLD,Wishing Well,2U5WueTLIK5WJLD7mvDODv,85
593,Juice WRLD,Juice WRLD Speaks,1fw2lym3kCvhxbIs8UQGHk,74
594,Eminem,Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,86
595,Juice WRLD,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,88
596,Juice WRLD,Juice WRLD Speaks From Heaven - Outro,1OjiYjgPZyxS0AiXiSnuYI,61
597,Juice WRLD,Wandered To LA (with Justin Bieber),5J6rTmMjF9DVIAF8G3M9n4,86
598,Juice WRLD,Robbery,6Hj9jySrnFppAI0sEMCZpJ,86
599,Juice WRLD,Burn,0QwKxajohg1rAMMmv1AWe1,83
600,Juice WRLD,Juice WRLD Speaks 2,2pumRJcJLkPPejrEvwLAlu,74
601,Juice WRLD,Already Dead,7qM1BWAsZMTYh4BcYLb0uQ,88
602,Juice WRLD,Wishing Well,2U5WueTLIK5WJLD7mvDODv,85
603,Juice WRLD,Juice WRLD Speaks,1fw2lym3kCvhxbIs8UQGHk,74
604,Eminem,Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,86
605,Juice WRLD,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,88
606,Juice WRLD,Juice WRLD Speaks From Heaven - Outro,1OjiYjgPZyxS0AiXiSnuYI,61
607,Juice WRLD,Wandered To LA (with Justin Bieber),5J6rTmMjF9DVIAF8G3M9n4,86
608,Juice WRLD,Robbery,6Hj9jySrnFppAI0sEMCZpJ,86
609,Juice WRLD,Burn,0QwKxajohg1rAMMmv1AWe1,83
610,Juice WRLD,Juice WRLD Speaks 2,2pumRJcJLkPPejrEvwLAlu,74
611,Juice WRLD,Already Dead,7qM1BWAsZMTYh4BcYLb0uQ,88
612,Juice WRLD,Wishing Well,2U5WueTLIK5WJLD7mvDODv,85
